person_mal_id,mean_score_staff,mean_members_staff,count_anime_staff
32413,6.265000000000001,172132.5,2
32433,5.35,1142.0,1
32437,7.24,139549.0,1
32447,6.905,16251.25,8
32459,7.6899999999999995,853490.5,2
32477,,5711.0,1
32491,7.35,21612.0,1
32521,6.986666666666667,176958.66666666666,6
32523,6.55,15870.5,4
32531,7.15,229008.0,1
32535,6.884,6987.0,5
32537,5.843333333333334,9779.0,3
32545,5.165,3541.0,3
32559,6.57,4127.0,1
32561,,141.0,1
32577,7.4825,331450.0909090909,22
32581,5.601428571428571,540.4,10
32587,6.1375,9504.25,4
32589,6.648000000000001,183962.2,5
32591,5.968333333333334,540.9130434782609,23
32593,6.762857142857143,85670.91666666667,24
32613,8.032,217631.6,5
32615,7.093333333333334,392774.6666666667,3
32631,7.76,14546.0,1
32639,5.172,514.6666666666666,9
32647,6.608684210526316,207747.9,40
32649,7.293636363636364,307109.52,25
32651,7.204999999999999,430086.35714285716,14
32655,6.99,19318.0,1
32661,7.595,550218.5,2
32663,6.335000000000001,1201.5,2
32681,7.49,49473.0,1
32687,6.37875,64324.09302325582,43
32699,7.2,230005.0,1
32709,6.9714583333333335,183984.24,50
32711,6.34,4822.0,1
32717,6.573928571428572,29529.41379310345,29
32719,7.13,179259.83333333334,6
32735,5.259090909090909,260.9,40
32739,6.6,9969.0,1
32747,6.28,25648.5,2
32749,7.11,791774.0,1
32751,7.016,263250.2,5
32753,5.484999999999999,3222.25,4
32761,,1705.0,1
32769,6.39,97913.0,1
32771,4.805,2692.5,2
32779,5.51,1937.0,1
32781,5.965,5611.75,4
32823,6.7875,496027.25,4
32831,6.241428571428571,2050.285714285714,7
32833,7.099072164948454,177571.7319587629,98
32843,,484.0,2
32847,6.326666666666667,6550.333333333333,3
32855,6.3,7849.142857142857,7
32869,7.167444444444445,151202.3260869565,92
32909,5.96,573.5,2
32911,7.036666666666667,16182.133333333333,30
32927,7.55,685423.0,1
32943,7.492,61145.8,5
32955,6.996025641025642,153204.7088607595,79
32959,6.955,252215.5,2
32969,7.166140350877193,313136.7586206897,58
32971,6.45,5895.0,1
32977,6.722156862745098,104664.92156862745,51
32979,6.757368421052631,52390.68421052631,19
32985,7.006216216216217,142878.3842105263,190
32987,8.355,1257490.75,4
32991,7.285,364552.0,2
33001,6.573333333333333,612.0,3
33019,7.28,98411.25,4
33037,6.83840909090909,84502.4,45
33049,6.89,47622.0,2
33055,7.2,141499.0,1
33067,7.194,315032.2,5
33081,7.16,31463.5,2
33085,5.44,3889.0,1
33087,5.9,1725.0,1
33089,7.15,130862.0,1
33095,6.76,3541.0,1
33099,6.3,269851.0,1
33101,6.3,269851.0,1
33111,7.283333333333334,11110.5,6
33125,5.66,3315.0,1
33127,7.4468749999999995,306071.375,48
33141,5.67,5597.0,1
33145,6.71,13804.0,1
33151,7.054285714285713,129581.14285714286,7
33155,7.106764705882353,293735.5294117647,34
33161,6.27,29874.0,2
33163,7.946666666666666,227357.66666666666,3
33165,6.35,7974.0,1
33167,7.350555555555555,316000.6666666667,18
33169,7.469666666666667,283375.35,60
33171,5.84,2088.0,3
33175,7.335714285714286,93493.57142857143,7
33177,7.3834375,242986.625,32
33179,7.34551724137931,553935.3103448276,29
33181,7.174047619047619,319020.9761904762,42
33183,6.913333333333334,67575.33333333333,3
33185,7.133555555555556,366785.4666666667,45
33197,7.1265217391304345,264456.47826086957,46
33199,7.076603773584906,41960.49056603773,53
33205,6.59,12442.0,1
33207,6.832127659574468,154953.8912133891,239
33257,7.5183333333333335,286335.4285714286,7
33259,7.443478260869565,330293.17391304346,23
33265,2.88,85476.0,1
33267,7.3927868852459016,358053.98360655736,61
33269,7.57,380842.48,25
33299,7.164333333333333,298666.60655737703,61
33301,6.734166666666667,19488.0,13
33303,7.185,111965.79411764706,34
33305,7.302142857142857,304168.85714285716,14
33309,6.695,22135.5,2
33311,7.4541176470588235,520264.73529411765,34
33319,7.2929545454545455,311218.9318181818,44
33321,7.357608695652174,316903.04347826086,46
33353,7.11,275602.0,1
33357,7.016666666666667,290431.14285714284,7
33359,7.374,624987.75,28
33361,6.03,68730.0,3
33363,7.0183333333333335,305226.0,6
33365,7.372272727272727,400372.9772727273,45
33367,7.5840000000000005,166673.4,5
33369,6.22,6632.0,1
33377,6.265000000000001,52724.333333333336,3
33381,6.39,9185.0,1
33395,6.97875,33706.375,8
33407,5.39,1008.0,1
33419,6.046666666666667,54453.6,5
33423,6.5,1925.0,1
33429,7.2625,53087.75,4
33431,7.409999999999999,142252.14285714287,7
33433,7.050000000000001,422540.1219512195,82
33435,7.02,109285.5,2
33443,6.78,82495.0,1
33455,5.29,834.1176470588235,18
33475,7.3475,43577.0,5
33487,6.615,177246.0,4
33491,7.085,132962.75,4
33493,7.286666666666666,847901.0,3
33499,5.79,45086.0,1
33517,6.63,12381.0,1
33521,5.57125,4834.5,8
33531,5.8500000000000005,5291.333333333333,3
33543,5.63,2042.0,3
33577,6.96,12035.0,1
33629,7.75,164799.5,2
33637,5.82,8575.0,1
33643,5.75,155856.0,1
33649,7.29,115643.0,1
33669,6.09,6603.0,1
33689,6.742,11077.266666666666,15
33691,5.29,1785.0,1
33697,6.26,11962.0,2
33701,6.26,8015.333333333333,3
33703,7.225416666666667,196901.79166666666,24
33705,7.1215,201623.01666666666,60
33707,6.823584905660377,141171.32727272727,55
33711,7.376944444444445,328515.3,110
33713,6.49,104714.36363636363,11
33715,7.000361445783132,214165.56626506025,83
33717,7.532222222222223,418471.5263157895,19
33719,6.176666666666667,13864.333333333334,3
33721,6.789411764705882,93756.34285714285,35
33723,7.461458333333333,285324.20408163266,49
33731,7.2620000000000005,313220.65,20
33733,6.804285714285714,53982.142857142855,14
33735,7.213333333333334,58620.166666666664,6
33737,7.074,256313.36666666667,30
33739,7.298947368421053,327797.36842105264,19
33741,7.2,43498.0,3
33743,7.310833333333334,557126.7346938775,49
33745,6.934324324324324,183959.48648648648,37
33747,7.234444444444445,69493.22222222222,9
33749,7.064545454545454,153646.63636363635,22
33751,7.282678571428571,595581.5,56
33753,6.925,62342.0,6
33755,7.677291666666666,307925.0208333333,48
33761,7.273157894736842,276637.05263157893,19
33763,7.715714285714285,694085.6428571428,28
33771,7.12,199785.0,1
33791,7.3252,193667.48,25
33793,6.907368421052632,204818.7894736842,19
33795,7.116666666666666,224767.77777777778,9
33797,6.990666666666667,310347.26666666666,15
33799,7.107857142857143,402717.78571428574,14
33825,6.403333333333333,11199.333333333334,3
33833,7.3,207199.83333333334,6
33847,7.47,54355.0,1
33871,7.886666666666667,874496.0,3
33873,6.8185714285714285,239777.14285714287,7
33875,6.885,240891.0,2
33905,7.09,113480.0,1
33911,8.085,772533.0,2
33925,5.93,6139.0,2
33929,6.44,42528.0,1
33953,5.555,9342.0,2
33961,6.52,46888.0,1
33967,7.344568965517242,286686.13559322036,118
33969,7.058620689655172,145905.66666666666,32
33979,6.91,204227.5,4
33981,7.244285714285715,199106.57142857142,7
33983,6.9433333333333325,68415.33333333333,3
33987,8.379999999999999,1437608.5,2
33989,8.28,2668197.0,1
33991,5.82,2463.0,1
33993,7.93,628447.8333333334,6
33995,7.056923076923076,104421.1724137931,30
33997,7.556470588235294,648526.1470588235,34
33999,8.4,241792.0,3
34001,8.28,2668197.0,1
34003,6.021666666666666,498100.1666666667,6
34013,5.55,2396.0,1
34049,6.49,165167.2142857143,14
34061,7.01095238095238,136600.80952380953,21
34063,6.602142857142857,32239.571428571428,14
34065,6.964444444444444,64908.0,18
34067,6.288333333333333,87527.16666666667,6
34079,7.772962962962963,364154.5172413793,29
34091,7.52,129654.0,1
34107,6.71,17128.0,1
34119,6.587272727272728,50201.61538461538,13
34121,6.853859649122807,86630.16949152542,59
34123,4.61,3414.0,1
34125,6.573,4709.0,10
34127,7.198055555555555,259754.19444444444,36
34139,6.01,5593.0,1
34149,6.21,100842.0,3
34151,6.74,39512.6,5
34159,7.324999999999999,228125.96153846153,26
34161,6.5492,6195.321428571428,28
34163,6.3575,3264.5,6
34179,7.013185840707965,187834.1403508772,115
34181,6.415000000000001,13809.9,10
34183,7.001666666666666,129978.35416666667,48
34193,7.882857142857143,30797.428571428572,7
34195,6.073571428571428,932.875,16
34209,6.802222222222222,52260.833333333336,18
34211,7.079444444444444,592863.947368421,19
34213,7.491052631578946,532869.7894736842,19
34215,7.426666666666667,352398.6666666667,3
34241,6.502941176470588,32572.055555555555,18
34243,6.131351351351351,1141.5535714285713,56
34245,6.477432432432432,103586.86666666667,75
34247,7.17016129032258,314505.43548387097,62
34249,5.996190476190476,1197.0833333333333,24
34251,7.415890410958904,515593.58108108107,74
34253,7.571818181818181,586049.4821428572,56
34257,7.073924050632912,163800.3875,80
34259,5.8020000000000005,521.0769230769231,13
34261,5.529999999999999,1545.8275862068965,29
34263,5.416363636363636,1437.75,16
34271,6.785,14643.0,2
34273,6.855918367346939,109188.08163265306,49
34275,6.710857142857143,105240.96,75
34279,6.267619047619048,2312.88,25
34281,7.3353125,416924.40625,32
34293,6.8582857142857145,173879.90654205607,107
34297,6.664893617021277,7719.481481481482,54
34301,7.456,310582.65,20
34309,5.8149999999999995,5747.0,2
34347,7.0645,81373.3,20
34349,7.062324324324324,206379.54301075268,187
34351,7.4079411764705885,444815.6285714286,35
34353,7.171250000000001,180368.9298245614,57
34357,7.519615384615384,416368.8846153846,26
34359,7.6258333333333335,388889.25,12
34371,7.691428571428572,107497.6,10
34373,7.011724137931035,235504.6,30
34375,7.119,71499.6,10
34377,7.3932,393944.08,25
34379,7.5337499999999995,179251.25,8
34381,7.4697619047619055,377564.8333333333,42
34383,7.476666666666666,548102.8333333334,18
34385,7.212222222222222,192440.55555555556,9
34387,7.446341463414634,550256.0243902439,41
34389,7.221428571428572,538402.8571428572,7
34391,7.543181818181818,789869.0909090909,22
34393,7.342222222222222,297495.55555555556,9
34395,7.1593333333333335,217556.53333333333,15
34399,7.22375,404177.375,8
34407,8.25,423891.0,2
34409,7.4701818181818185,48069.767857142855,56
34413,7.215,9885.5,4
34423,6.903939393939394,131842.30303030304,33
34425,7.322,321571.18,50
34437,7.006,178292.53333333333,106
34439,6.672499999999999,49803.75,4
34443,6.601875,41292.0625,16
34447,8.073333333333332,1415390.6666666667,3
34457,7.0329411764705885,282463.358490566,53
34459,6.941904761904762,64768.857142857145,21
34461,6.1619230769230775,769.2972972972973,37
34469,7.1259375,109199.75757575757,33
34471,6.9692307692307685,158560.69811320756,53
34473,6.960357142857142,234945.49122807017,57
34483,6.841182795698925,101085.02150537634,93
34525,6.8133333333333335,220062.83333333334,6
34531,6.835,31386.0,2
34533,,1392.0,1
34539,7.402,678660.9615384615,28
34541,6.605,29930.0,2
34543,7.2337096774193546,233035.17741935485,63
34545,7.03,108050.0,1
34547,7.287105263157895,234050.97368421053,38
34549,7.322962962962963,371911.55555555556,28
34557,6.8628124999999995,298326.5625,32
34559,7.240888888888889,204137.57777777777,46
34561,7.631428571428572,580333.4285714285,14
34563,6.763333333333333,112881.66666666667,3
34565,5.9725,796.875,8
34577,7.394814814814815,593675.7037037037,27
34579,7.081379310344828,202385.43181818182,88
34587,6.376666666666666,10958.333333333334,3
34589,6.372727272727272,35728.769230769234,13
34591,6.2250000000000005,55506.5,6
34603,,17084.0,1
34605,8.18,370542.0,1
34611,7.5,21996.0,1
34613,7.219807692307692,197444.51923076922,52
34617,7.1315873015873015,172667.33333333334,63
34621,6.93,20213.0,1
34639,5.59,3742.0,2
34659,7.367142857142857,123198.28571428571,7
34661,6.15,9567.0,1
34669,6.094615384615385,913.625,16
34683,6.15,560.0,1
34685,6.277222222222223,1491.6153846153845,26
34689,7.173125,151290.6875,16
34691,6.783333333333333,66139.41666666667,36
34695,6.476923076923077,9027.857142857143,14
34697,7.0566666666666675,289517.3333333333,3
34715,7.136956521739131,233077.92,25
34719,6.74,4819.0,1
34735,6.376885245901639,7179.129032258064,62
34745,5.96,23723.0,1
34747,6.05,20261.5,2
34785,7.225897435897436,374514.4,41
34793,6.960333333333334,207915.76666666666,30
34799,6.1,6361.0,1
34803,7.41,147808.4,5
34805,7.535789473684211,439461.2631578947,19
34807,4.775,1012.0,2
34809,7.539999999999999,308164.04347826086,23
34811,6.85,100907.0,1
34813,7.156489361702128,206383.6170212766,94
34815,6.9,119824.9512195122,41
34817,6.663333333333334,249600.33333333334,3
34819,7.036666666666666,437312.6666666667,3
34821,7.2700000000000005,200832.2857142857,7
34823,6.914109589041096,217762.35616438356,73
34825,7.828269230769231,498083.5961538461,52
34829,6.9578125,192309.48484848486,33
34831,8.016666666666666,213468.0,3
34833,7.04795918367347,100798.14285714286,49
34835,6.46,47754.333333333336,3
34845,7.0760000000000005,493220.66,50
34855,7.495,85008.5,2
34861,7.071428571428571,151389.57142857142,7
34867,7.67,431287.0,1
34871,7.46,647128.0,1
34873,6.9825,210807.0,4
34875,7.635,40056.5,2
34879,6.73,12080.0,1
34903,6.73,363443.6666666667,3
34915,7.126666666666667,59601.35294117647,17
34941,7.616153846153846,97006.92857142857,14
34943,5.720000000000001,42192.0,4
34951,7.205,201695.9411764706,34
34963,5.69,1481.5,2
34965,6.8,324154.0,1
34971,5.39,18420.0,1
34989,7.074137931034483,357232.3793103448,29
34991,7.132213740458016,126483.03676470589,136
35001,7.36258064516129,487299.75,32
35003,6.475,75149.0,3
35011,6.48,208657.0,1
35015,7.283571428571428,237695.35483870967,31
35017,7.459761904761905,179778.70454545456,44
35019,5.95,1287.0,1
35021,6.82,41983.0,1
35027,6.49,5343.0,1
35031,6.0975,8935.5,4
35035,6.404999999999999,14523.0,2
35039,6.835,204909.16666666666,6
35041,6.901666666666666,146015.66666666666,6
35049,7.353888888888889,209543.4814814815,54
35061,7.045,62551.0,2
35063,7.32,194632.0,1
35093,6.48,10096.0,1
35099,7.4275,18669.75,4
35105,8.22,395463.0,1
35107,7.2,249939.76470588235,17
35121,5.655555555555555,1013.6666666666666,12
35123,7.076666666666667,84567.28571428571,7
35149,6.14,18691.0,1
35157,5.17,31681.0,1
35159,5.496666666666667,32434.333333333332,3
35165,6.2425,137389.0,4
35169,5.8925,1523.6,5
35171,5.93,3490.0,1
35193,7.12,119592.0,2
35199,5.76,44140.5,2
35203,5.67,2270.0,1
35205,6.93,119532.0,1
35207,7.197183098591549,349320.3611111111,72
35209,6.8925,267511.75,8
35211,6.908947368421053,244685.0,19
35231,7.4375,659623.75,8
35239,6.58,28454.0,2
35257,8.22,395463.0,1
35275,7.66,1055745.0,1
35277,6.9714285714285715,325918.45238095237,42
35295,6.53,4892.0,1
35311,5.535,2316.5,2
35317,6.07,238980.14285714287,7
35319,6.3,8179.0,1
35325,5.47,1410.5,4
35349,7.859999999999999,292797.5,4
35377,6.64875,51681.82352941176,17
35379,6.343823529411765,76745.61764705883,34
35391,6.45,139602.0,1
35401,6.175000000000001,21310.5,2
35405,6.964923076923077,277675.45588235295,68
35409,6.64,88306.0,1
35427,6.635,64890.5,2
35429,7.281463414634147,339471.62790697673,43
35431,6.78,82495.0,1
35441,6.907692307692307,188781.38461538462,13
35455,7.106470588235294,75606.66666666667,18
35457,7.305882352941176,352611.23529411765,18
35459,7.155555555555556,177744.44444444444,9
35461,7.38,273381.52,25
35471,6.961578947368421,95686.84210526316,19
35483,6.216153846153846,13216.652173913044,23
35495,5.35,100403.0,1
35505,6.642,112855.65217391304,23
35511,7.537999999999999,236413.8,5
35527,7.53,325139.0,1
35543,7.7,869929.0,5
35571,7.462307692307693,365004.96153846156,52
35573,6.9396969696969695,137582.83783783784,37
35575,7.1,15436.0,1
35577,7.1,15436.0,1
35587,7.845,323648.0,2
35617,6.56,6223.0,1
35619,7.3175,90560.30769230769,13
35645,,254.0,1
35651,5.65,34970.0,1
35655,7.186190476190476,237601.33333333334,21
35657,6.8925,85880.0,4
35663,5.665,6446.0,2
35673,7.216734693877551,322193.96,50
35675,7.620000000000001,470199.8125,16
35677,7.46375,453651.125,24
35679,6.945294117647059,210863.11764705883,17
35681,7.341851851851852,288379.75581395347,86
35683,7.2459999999999996,58111.4,5
35697,5.835,141897.0,6
35707,,351.0,1
35709,6.789,52059.5,10
35713,5.85,8561.0,1
35715,7.1850000000000005,337295.5,2
35725,6.609999999999999,186719.9,10
35727,7.185128205128206,440748.91025641025,78
35729,7.065964912280702,217256.03125,64
35731,7.1782352941176475,99324.5,20
35733,7.623888888888889,360707.6111111111,18
35737,6.573448275862069,108021.93333333333,30
35739,7.103170731707317,234728.0243902439,41
35741,7.21,485044.5,2
35743,7.1414285714285715,235205.875,9
35745,7.738461538461538,858081.5384615385,13
35763,8.39,1270055.0,2
35783,7.480833333333333,510680.6923076923,13
35785,7.077021276595745,158066.95833333334,48
35787,7.147622950819672,232994.06299212598,127
35789,7.233888888888889,261359.36842105264,19
35791,7.175000000000001,175233.11111111112,18
35797,6.72,69761.0,1
35803,5.835675675675676,737.1621621621622,37
35805,5.68,1708.0,1
35807,7.2361538461538455,422441.53846153844,41
35809,7.447755102040817,337939.68,51
35813,7.11,261116.0,1
35815,7.83,218496.0,1
35849,7.359999999999999,758248.0,6
35865,6.246,13742.2,5
35883,7.448780487804878,238686.39024390245,41
35885,7.503333333333334,201863.66666666666,3
35887,7.464230769230769,317818.92307692306,26
35889,7.593214285714287,272610.8214285714,28
35915,6.211666666666666,16370.833333333334,6
35931,7.1419999999999995,308748.76666666666,30
35933,7.069411764705883,74897.35294117648,17
35935,7.806086956521739,763300.8695652174,23
35937,7.482352941176471,459508.4038461539,52
35945,6.32,32212.5,2
35957,6.899545454545454,254705.95454545456,22
35963,6.7958823529411765,9873.75,20
35965,6.880909090909091,62573.89855072464,69
35967,6.905,56944.5,4
35969,6.914,17510.333333333332,6
35975,6.9,23536.0,1
35977,6.795,21537.0,4
35979,7.140350877192983,43272.63333333333,60
35991,7.005,96098.0,3
35993,6.73,688098.0,1
36007,5.4,493.0,1
36011,6.23,1199.3333333333333,3
36013,6.625,4296.967741935484,31
36015,6.524285714285715,4037.375,8
36017,6.377692307692308,8382.142857142857,14
36019,6.4,3054.0,2
36021,6.4,2351.5,4
36023,6.355,2472.818181818182,11
36025,6.615,9714.0,2
36027,7.24,5064.0,1
36033,6.409090909090909,67469.0,12
36035,6.182,1685.4,5
36037,6.9325,23795.583333333332,12
36043,5.77,7281.0,2
36067,6.375,7006.0,2
36077,6.63,77993.0,1
36099,6.562916666666666,30972.24,25
36101,7.07,18131.0,1
36105,6.513469387755102,5248.495412844037,109
36107,5.009444444444444,455.0,23
36115,7.45,19923.0,1
36127,6.463333333333334,22134.333333333332,3
36129,6.484594594594594,33151.94736842105,38
36141,7.234583333333333,286119.6,25
36151,7.07,14374.5,2
36153,7.267671232876712,274851.38356164383,73
36155,7.182258064516129,446975.625,32
36157,7.16125,302960.23529411765,17
36159,6.01,1665.5,16
36161,6.767499999999999,112898.72727272728,44
36163,,,1
36165,5.9,1483.0,1
36169,6.94,7717.0,1
36187,7.036842105263157,103088.15789473684,38
36189,6.652745098039216,44476.28301886792,53
36195,7.61,2760.0,3
36197,6.725,7822.666666666667,18
36209,6.666153846153846,66533.63636363637,66
36219,5.78,292031.0,2
36221,6.86,12825.0,1
36235,6.85,132358.0,1
36243,6.215,2703.1428571428573,7
36245,6.59,6131.75,4
36247,6.8125,9347.6,5
36251,6.97,47386.28571428572,42
36257,6.191666666666666,98387.16666666667,6
36263,7.21,340433.0,1
36269,7.7532,643924.32,25
36299,6.275,217060.0,4
36301,6.95,102383.5,2
36303,7.073333333333333,201260.5,4
36323,7.54,190399.0,1
36331,6.48,1593.0,4
36335,7.393333333333334,203923.83333333334,18
36341,,1604.0,1
36351,7.21,13664.0,2
36361,7.1866666666666665,452105.0,3
36381,6.645,32307.5,4
36383,6.7,13141.0,1
36403,5.646666666666667,1684.4285714285713,14
36413,6.51,14197.0,1
36415,6.94,83005.0,1
36435,6.785,26487.0,2
36443,7.452,328425.85714285716,21
36451,,83.0,1
36461,6.7984210526315785,129212.78947368421,19
36471,6.62,56597.71428571428,7
36477,6.29,2423.0,1
36479,6.21,11441.5,2
36485,6.75,115411.66666666667,3
36497,6.539999999999999,15432.0,2
36501,7.448,435378.1,20
36503,6.669999999999999,25607.333333333332,3
36519,7.607407407407408,497916.28571428574,28
36527,6.61,642480.0,1
36529,5.633333333333333,27861.0,3
36539,5.529999999999999,8319.5,2
36543,6.140000000000001,2658.875,8
36545,6.7475,39503.06122448979,49
36547,5.6825,7813.0,4
36549,6.342222222222222,17765.1,10
36551,5.861428571428571,1216.3333333333333,9
36553,5.21,396.0,1
36555,5.493333333333333,3891.3333333333335,3
36557,7.0566666666666675,65687.0,3
36563,6.771836734693878,109234.61224489796,49
36565,6.52,13510.0,1
36575,7.4172,382558.28,50
36599,6.36,176638.0,1
36607,5.635,706.5,2
36609,5.755454545454546,710.8571428571429,21
36611,7.3852112676056345,216671.57746478874,71
36613,7.4325,82859.125,8
36627,7.462000000000001,757093.0,5
36629,6.832432432432433,166693.7837837838,37
36631,6.453417721518988,4200.7441860465115,86
36639,6.07,286536.0,1
36643,5.47,2059.0,1
36649,6.423333333333333,9602.0,3
36661,5.84,4116.4,5
36663,5.57,758.0,5
36665,4.888888888888889,1602.2727272727273,11
36669,6.792162162162162,31869.923076923078,39
36673,5.79,13376.0,1
36677,6.992,385818.0,7
36680,6.777058823529412,130782.4705882353,17
36681,7.363617021276595,180198.73469387754,51
36682,6.76984375,95425.10294117648,68
36688,7.463333333333334,294214.3,10
36690,5.696666666666666,1064.5,6
36693,6.256666666666667,2522.9166666666665,24
36695,7.1,23200.0,1
36697,7.255172413793104,157124.0,30
36698,6.220000000000001,2208.0,2
36708,5.9,2412.0,1
36709,7.591509433962265,644191.9245283019,53
36710,7.336499999999999,439129.7,20
36711,6.5785,127954.45,20
36714,7.47,671181.3076923077,13
36722,6.6,148098.0,1
36724,7.715,14036.0,4
36728,7.788333333333334,69813.16666666667,6
36729,7.0184444444444445,97335.15555555555,45
36730,7.299090909090908,9989.863636363636,22
36731,6.728152173913044,130549.4574468085,94
36732,7.226315789473685,234557.68421052632,19
36737,6.54,10748.0,1
36738,6.54,10748.0,1
36741,6.923333333333333,19406.666666666668,3
36746,7.720000000000001,733061.1666666666,6
36747,7.11530303030303,149112.1791044776,67
36748,7.303333333333334,142367.8,10
36750,6.52,13510.0,1
36760,7.288378378378379,222244.28205128206,39
36761,7.37,93554.5,4
36762,4.75,412.0,1
36763,6.597142857142857,33844.22222222222,9
36766,6.523333333333333,76494.22222222222,9
36770,6.550975609756097,100369.36585365854,41
36777,8.04,203046.25,4
36788,,1397.0,2
36796,7.449024390243903,157839.0243902439,41
36802,6.744285714285715,101509.4,15
36803,6.162857142857143,41153.76666666667,30
36804,4.7272727272727275,1647.0,16
36805,5.306666666666667,680.0,3
36806,5.25,2850.0,1
36810,4.77,11977.0,1
36811,6.546666666666667,11653.666666666666,3
36812,6.767826086956521,187781.79166666666,24
36816,6.5566666666666675,8285.0,3
36817,,458.0,1
36819,5.816,1456.6,5
36821,6.21,6339.0,1
36826,5.29,471.0,1
36827,4.1850000000000005,603.6,5
36828,8.44,1204310.0,1
36829,5.65,1470.0,1
36831,5.21125,522.6363636363636,11
36834,6.595,88424.75,4
36836,7.420000000000001,290905.8292682927,41
36846,4.58,515.4,5
36848,7.1125,56839.25,4
36849,8.14,180802.0,1
36850,7.555,2078.0,2
36851,7.555,2078.0,2
36852,7.011176470588235,115888.70588235294,17
36854,6.446666666666666,95782.33333333333,3
36856,6.829583333333333,128424.75,24
36858,7.2,79200.0,1
36861,6.746428571428572,87183.0625,16
36865,6.68,105064.5,2
36871,5.055555555555555,900.2,10
36872,6.43,567687.2,5
36873,7.342380952380952,32914.142857142855,21
36875,5.6579999999999995,454.4,5
36877,7.1,136241.0,1
36879,4.73,28600.0,1
36880,7.006279069767443,250376.55384615384,130
36881,8.0025,765586.75,8
36884,7.203333333333334,238366.40740740742,27
36895,6.806,173500.4,5
36897,4.972083333333333,1328.6206896551723,29
36898,5.037272727272727,1246.3333333333333,12
36899,7.415,133066.5,4
36903,7.14,191982.26086956522,23
36904,7.413200000000001,508958.16,25
36908,7.352982456140351,258011.8596491228,57
36909,6.07,8871.0,1
36910,6.8,15446.0,1
36932,6.4079999999999995,9413.2,5
36934,5.62,74761.0,1
36935,6.1,19844.5,2
36936,7.412000000000001,291235.4,5
36939,7.550000000000001,195590.5,2
36941,6.9547297297297295,99614.02531645569,79
36942,7.178661971830986,240646.6783216783,143
36943,6.819545454545454,153637.13636363635,22
36947,5.845000000000001,1902.5,2
36948,6.433703703703704,9737.9,30
36949,6.316,3004.8333333333335,6
36950,7.22,278951.0,4
36951,7.425,308947.0,2
36953,5.29,9246.0,1
36955,6.45,301339.85714285716,7
36956,6.0600000000000005,26533.5,2
36957,7.189473684210526,365679.2105263158,19
36963,5.088,17659.166666666668,6
36964,7.46,421310.55319148937,47
36968,6.785,33785.5,2
36969,6.622,15158.0,5
36971,7.55,626688.8333333334,6
36976,5.8625,130519.0,6
36977,,391.5,2
36979,6.882666666666666,223020.53333333333,30
36980,8.384285714285713,1352828.857142857,7
36988,5.965538461538461,4055.8552631578946,76
36989,5.18,250.21052631578948,19
36997,5.95,939.8,5
36999,7.420454545454546,735369.1739130435,23
37000,7.20304347826087,176639.11304347825,115
37002,7.396000000000001,196300.16666666666,6
37004,6.965454545454546,191146.18181818182,11
37005,7.540606060606061,251002.9705882353,34
37012,6.69,18225.0,1
37013,4.85,1373.0,1
37014,7.3975,122132.4,5
37015,4.25,1018.0,2
37018,7.546250000000001,569701.0769230769,26
37027,7.3847826086956525,226263.1739130435,69
37029,6.77,10796.65,20
37030,6.895882352941177,106382.3,20
37031,7.160615384615385,207452.95384615383,66
37032,7.0,65476.6,10
37033,6.724347826086956,81793.45833333333,24
37034,6.9504347826086965,137619.48979591837,49
37035,6.775,163118.0,8
37036,6.558902439024391,59448.724137931036,87
37037,6.654999999999999,143977.0,10
37038,7.395600000000001,346424.56,25
37039,7.204000000000001,281842.77142857143,35
37042,5.61,1181.0,3
37044,7.783333333333333,347013.0,9
37045,7.057971014492754,210478.0704225352,71
37046,6.922142857142857,205800.4,15
37047,7.27888888888889,332297.3333333333,9
37048,7.365476190476191,185184.54761904763,84
37049,7.16125,354611.125,16
37050,7.6946666666666665,512334.5333333333,15
37051,6.93,22931.0,3
37053,5.9350000000000005,48638.5,2
37055,6.390000000000001,118333.0,2
37057,7.246666666666667,176842.33333333334,3
37059,6.93,8072.5,2
37061,7.194901960784314,318866.3653846154,52
37062,7.142857142857143,659800.5714285715,14
37063,6.619230769230769,71178.30769230769,13
37070,7.046666666666667,81532.4,40
37071,7.286363636363637,90620.09090909091,11
37074,7.457368421052632,230528.47619047618,21
37075,6.4,30291.2,15
37077,7.287727272727273,170166.5652173913,23
37079,5.824285714285714,10996.0,7
37084,7.752,423894.9,10
37088,7.6626315789473685,4271.263157894737,19
37090,6.827142857142857,142987.7142857143,7
37091,7.010000000000001,380159.0,3
37092,6.4,4017.0,1
37094,7.30375,559579.625,8
37098,6.855384615384616,78128.5,14
37107,7.180000000000001,275942.6296296296,27
37108,7.05325,260574.7,40
37109,7.392222222222222,367863.44444444444,9
37117,6.848695652173913,151781.25,24
37118,7.043943661971831,244483.68421052632,76
37119,7.383333333333333,251169.75,4
37120,6.59,44147.0,1
37121,5.488333333333333,2344.266666666667,15
37122,5.39,18420.0,1
37123,5.401999999999999,15183.2,5
37124,7.047,212530.5,10
37125,5.1866666666666665,10893.666666666666,3
37126,5.9,33705.5,2
37130,5.23,41538.0,1
37141,6.785405405405405,74898.83783783784,37
37142,6.983333333333333,187108.0,3
37149,6.45,3385.0,1
37151,7.1201428571428576,169023.45714285714,70
37162,5.86,29416.0,1
37163,7.036666666666666,261752.6923076923,13
